Row.names	DMSO_rep1	DMSO_rep2	DMSO_rep3	DMSO_rep4	THAP_rep1	THAP_rep2	THAP_rep3	THAP_rep4	V2	V3
ENSG00000271178.1	0	0	0	0	0	0	0	0	IGHV3OR16-13	IG_V_gene
ENSG00000271201.1	0	0	0	0	0	0	0	0	AC247036.1	lncRNA
ENSG00000271215.1	0	0	0	0	0	0	1	1	RPL21P136	processed_pseudogene
ENSG00000271216.2	1	0	0	0	0	0	0	0	LINC01050	lncRNA
ENSG00000271218.1	0	0	0	0	0	0	0	0	AL033384.2	lncRNA
ENSG00000271222.1	0	0	0	0	0	0	0	0	AC091152.3	processed_pseudogene
ENSG00000271232.1	0	0	0	0	0	0	0	0	CARSP1	processed_pseudogene
ENSG00000271235.1	0	0	0	0	0	0	0	0	AC114477.1	processed_pseudogene
ENSG00000271237.1	0	0	0	0	0	0	0	0	HMGB1P50	processed_pseudogene
ENSG00000271254.6	4	7	7	9	10	12	6	9	AC240274.1	protein_coding
ENSG00000271264.1	0	0	0	0	0	0	0	0	MZT1P1	processed_pseudogene
ENSG00000271269.1	0	0	0	0	0	0	0	0	AL353778.1	processed_pseudogene
ENSG00000271270.7	28	36	16	10	19	21	11	13	TMCC1-AS1	lncRNA
ENSG00000271278.1	0	0	0	0	0	0	0	0	ELOCP33	processed_pseudogene
ENSG00000271288.1	0	0	0	0	0	0	0	0	IGHV1OR15-3	IG_V_pseudogene
ENSG00000271306.1	0	0	0	0	0	0	0	0	RAC1P9	processed_pseudogene
ENSG00000271307.3	0	0	0	0	0	0	0	0	AF146191.1	processed_pseudogene
ENSG00000271329.1	0	0	0	0	1	0	0	0	AL035417.2	processed_pseudogene
ENSG00000271334.6	0	0	0	0	0	0	0	0	LINC02104	lncRNA
ENSG00000271335.6	182	265	200	115	165	166	146	145	AL117336.2	lncRNA
ENSG00000271364.1	0	0	0	0	0	0	0	0	AC015871.2	processed_pseudogene
ENSG00000271366.1	0	0	0	0	0	0	1	0	AC002128.2	lncRNA
ENSG00000271375.1	0	0	0	0	0	0	0	0	AC134879.2	processed_pseudogene
ENSG00000271381.2	0	0	0	0	0	0	0	0	REXO1L9P	processed_pseudogene
ENSG00000271395.2	1	1	1	0	2	0	1	0	LINC02336	lncRNA
ENSG00000271396.1	0	0	0	0	0	0	0	0	AC091167.4	processed_pseudogene
ENSG00000271404.1	0	0	0	0	0	0	0	0	MZT1P2	processed_pseudogene
ENSG00000271419.1	0	0	0	0	0	0	0	0	AL035410.2	processed_pseudogene
ENSG00000271434.3	0	0	0	0	0	0	0	0	AL445237.1	lncRNA
ENSG00000271443.1	0	0	0	0	0	0	0	0	AC011247.2	transcribed_processed_pseudogene
ENSG00000271449.7	0	0	0	0	0	0	0	0	CT45A2	protein_coding
ENSG00000271457.1	0	0	0	0	0	0	0	0	AL590229.1	processed_pseudogene
ENSG00000271466.1	0	0	0	0	0	0	0	0	CICP24	processed_pseudogene
ENSG00000271477.1	0	0	0	0	0	0	0	0	AC010591.1	processed_pseudogene
ENSG00000271484.1	0	0	0	0	0	0	0	0	ABI1P1	unprocessed_pseudogene
ENSG00000271491.1	0	0	0	0	0	0	0	0	AC100767.2	processed_pseudogene
ENSG00000271494.1	0	0	0	0	0	0	0	0	AC034205.3	processed_pseudogene
ENSG00000271500.1	0	0	0	0	0	0	0	0	AC005183.1	processed_pseudogene
ENSG00000271503.6	0	0	0	0	0	0	0	0	CCL5	protein_coding
ENSG00000271536.1	0	0	0	0	0	0	0	0	AC073046.2	processed_pseudogene
ENSG00000271538.6	3	9	3	2	3	6	5	6	LINC02427	lncRNA
ENSG00000271550.1	0	0	0	0	0	0	0	0	BNIP3P11	processed_pseudogene
ENSG00000271554.1	1	1	1	0	1	0	0	0	AL138787.2	lncRNA
ENSG00000271558.1	0	0	0	0	0	0	0	0	AL391813.1	processed_pseudogene
ENSG00000271564.2	0	0	0	0	0	0	0	0	LINC02333	lncRNA
ENSG00000271565.1	0	0	0	0	0	0	0	0	AL109618.2	processed_pseudogene
ENSG00000271584.2	0	0	0	0	0	0	0	0	LINC02550	lncRNA
ENSG00000271601.4	34	45	22	16	23	23	19	15	LIX1L	protein_coding
ENSG00000271605.6	1	0	0	2	0	0	0	0	MILR1	protein_coding
ENSG00000271607.1	0	0	0	1	1	0	0	0	Z84480.1	processed_pseudogene
ENSG00000271612.1	0	0	0	0	0	0	0	0	HSPE1P14	processed_pseudogene
ENSG00000271615.1	0	1	0	0	0	0	0	0	ACTG1P22	transcribed_processed_pseudogene
ENSG00000271616.1	0	0	0	0	0	0	0	0	AC055876.5	processed_pseudogene
ENSG00000271620.1	0	0	0	0	0	0	0	0	IGHV3OR16-7	IG_V_pseudogene
ENSG00000271643.2	9	19	24	20	17	8	22	16	AC112220.2	lncRNA
ENSG00000271657.1	0	2	0	0	0	1	0	0	AC018462.2	processed_pseudogene
ENSG00000271661.1	0	0	0	0	0	0	0	0	BNIP3P36	processed_pseudogene
ENSG00000271662.1	0	0	0	0	0	0	0	0	AC233280.2	processed_pseudogene
ENSG00000271664.1	0	0	0	1	0	0	0	0	AC004890.3	unprocessed_pseudogene
ENSG00000271671.1	0	0	0	0	0	0	0	0	AC107304.1	processed_pseudogene
ENSG00000271677.1	0	0	0	0	0	0	0	0	Z82195.1	unprocessed_pseudogene
ENSG00000271691.1	0	0	0	0	0	0	0	0	AC140658.7	unprocessed_pseudogene
ENSG00000271702.1	0	0	0	0	0	0	0	0	AC123786.2	processed_pseudogene
ENSG00000271705.1	0	0	0	0	0	0	0	0	RPL17P3	unprocessed_pseudogene
ENSG00000271709.1	0	0	0	0	0	0	0	0	AC017033.1	lncRNA
ENSG00000271716.1	0	0	0	0	0	0	0	0	AC022001.2	lncRNA
ENSG00000271717.1	2	8	3	2	2	11	2	6	AC022146.2	lncRNA
ENSG00000271736.2	0	0	0	0	0	0	0	0	AL138900.2	lncRNA
ENSG00000271763.1	0	1	0	0	0	0	1	1	AC091544.5	lncRNA
ENSG00000271803.1	0	0	0	0	0	0	0	0	AL121906.1	lncRNA
ENSG00000271820.1	3	0	2	0	1	0	0	0	AL109910.2	lncRNA
ENSG00000271821.1	0	0	0	0	0	0	0	0	AL662844.3	lncRNA
ENSG00000271825.1	0	0	0	0	0	0	0	0	AC019080.3	lncRNA
ENSG00000271826.5	3	16	3	5	3	9	2	4	PLS3-AS1	lncRNA
ENSG00000271848.2	1	2	1	2	0	0	0	1	AC073389.2	lncRNA
ENSG00000271850.2	5	2	2	4	5	5	5	2	LINC02343	lncRNA
ENSG00000271856.1	0	0	0	0	0	0	0	0	LINC01215	lncRNA
ENSG00000271860.7	8	14	13	7	6	15	8	8	AL589740.1	lncRNA
ENSG00000271889.1	1	5	8	2	0	0	1	5	AC016747.2	lncRNA
ENSG00000271893.1	1	1	0	1	0	0	0	1	AC064834.1	lncRNA
ENSG00000271900.1	0	0	0	0	0	0	0	0	AC025627.4	processed_pseudogene
ENSG00000271913.7	37	60	62	27	38	57	47	35	AL035530.2	lncRNA
ENSG00000271943.2	16	15	17	16	21	13	28	17	AC098614.3	transcribed_processed_pseudogene
ENSG00000271945.2	0	0	2	1	1	1	0	1	AL355612.1	lncRNA
ENSG00000271959.1	0	0	0	0	0	0	0	0	AC100803.3	lncRNA
ENSG00000271968.2	0	0	0	0	0	0	0	0	ADAM6	transcribed_unprocessed_pseudogene
ENSG00000271978.1	11	12	12	4	11	10	7	7	AL359643.2	lncRNA
ENSG00000271996.1	0	0	0	0	0	0	0	0	AC019080.4	lncRNA
ENSG00000272004.1	22	22	23	9	19	22	22	8	FO704657.1	lncRNA
ENSG00000272027.2	0	0	1	0	0	0	0	1	AC073218.1	lncRNA
ENSG00000272031.3	9	13	10	5	10	11	5	1	ANKRD34A	protein_coding
ENSG00000272047.2	25	42	23	15	24	34	14	29	GTF2H5	protein_coding
ENSG00000272078.1	0	1	1	0	1	0	0	0	AL139423.1	lncRNA
ENSG00000272094.1	0	0	0	0	0	0	0	0	AC091614.1	lncRNA
ENSG00000272097.2	2	2	3	4	1	0	0	2	AL024498.1	lncRNA
ENSG00000272109.2	0	0	0	0	0	0	0	0	AC008906.2	lncRNA
ENSG00000272138.2	4	8	4	1	3	3	6	3	LINC01607	lncRNA
ENSG00000272142.2	88	139	135	83	74	89	97	89	AL359643.3	lncRNA
ENSG00000272146.6	4	1	5	5	3	2	2	2	ARF4-AS1	lncRNA
ENSG00000272150.5	5	6	2	4	5	2	2	6	NBPF25P	transcribed_unprocessed_pseudogene
ENSG00000272211.1	0	0	0	0	0	0	0	0	AC114760.2	lncRNA
ENSG00000272217.1	0	0	0	0	0	0	0	0	AL645940.1	lncRNA
ENSG00000272243.6	0	1	1	1	1	0	0	4	AL356277.3	lncRNA
ENSG00000272273.1	0	0	0	0	0	0	0	0	IER3-AS1	lncRNA
ENSG00000272275.1	29	30	42	34	39	22	35	30	AC092687.3	lncRNA
ENSG00000272281.6	1	1	3	1	1	0	0	1	TPTE2P2	transcribed_unprocessed_pseudogene
ENSG00000272288.6	2	1	2	2	1	2	1	3	AL451165.2	lncRNA
ENSG00000272311.1	0	0	0	0	0	0	0	0	IFNL4P1	unprocessed_pseudogene
ENSG00000272323.1	2	2	2	0	5	5	1	0	AC026801.2	lncRNA
ENSG00000272324.5	2	6	7	2	8	7	4	4	AC012629.2	lncRNA
ENSG00000272333.5	152	136	212	169	207	108	105	140	KMT2B	protein_coding
ENSG00000272381.2	0	0	2	2	0	0	0	1	LINC02664	lncRNA
ENSG00000272391.6	43	107	79	50	82	60	54	45	POM121C	protein_coding
ENSG00000272395.7	0	1	0	0	0	0	0	0	IFNL4	polymorphic_pseudogene
ENSG00000272396.1	0	0	0	0	0	0	1	0	AC005392.3	lncRNA
ENSG00000272398.6	10	27	7	4	19	14	6	6	CD24	protein_coding
ENSG00000272406.1	0	0	0	0	0	0	0	0	AC108102.1	lncRNA
ENSG00000272419.6	12	17	11	7	5	18	12	14	LINC01145	transcribed_unprocessed_pseudogene
ENSG00000272430.1	0	0	0	0	0	0	0	0	LINC02637	lncRNA
ENSG00000272449.2	1	0	0	0	0	1	0	0	AL139246.5	lncRNA
ENSG00000272461.1	0	0	1	0	0	0	0	0	AP005328.1	lncRNA
ENSG00000272462.3	0	0	1	2	0	0	0	1	U91328.1	lncRNA
ENSG00000272485.1	0	0	0	0	0	0	0	0	AL392183.1	lncRNA
ENSG00000272494.1	0	0	0	0	0	0	0	0	OR1X1P	unprocessed_pseudogene
ENSG00000272519.1	0	0	0	1	2	0	0	0	AC079610.3	lncRNA
ENSG00000272549.1	0	0	0	0	0	0	0	0	LINC02538	lncRNA
ENSG00000272554.1	0	0	0	0	0	0	0	0	AC012087.2	lncRNA
ENSG00000272556.2	23	35	28	17	25	23	19	17	GTF2IP13	transcribed_unprocessed_pseudogene
ENSG00000272558.1	4	12	5	5	3	3	4	3	U91328.2	lncRNA
ENSG00000272562.2	148	214	152	86	149	168	93	80	AL512343.2	lncRNA
ENSG00000272575.7	1	0	0	1	1	0	0	1	LINC02098	lncRNA
ENSG00000272595.2	0	2	1	2	1	0	1	0	OR10AH1P	transcribed_unprocessed_pseudogene
ENSG00000272602.6	5	15	16	9	9	18	15	13	ZNF595	protein_coding
ENSG00000272620.1	0	0	0	0	0	0	0	0	AFAP1-AS1	lncRNA
ENSG00000272626.1	0	0	0	0	0	0	0	0	AC021146.12	lncRNA
ENSG00000272630.1	2	6	2	3	2	3	1	0	AL731563.3	lncRNA
ENSG00000272636.4	0	0	0	0	0	0	0	0	DOC2B	protein_coding
ENSG00000272642.2	0	0	0	1	0	0	0	0	AP003121.1	lncRNA
ENSG00000272645.3	63	100	73	33	114	100	59	70	GTF2IP20	transcribed_unprocessed_pseudogene
ENSG00000272668.2	1	0	1	0	0	0	0	1	AL590560.2	lncRNA
ENSG00000272677.1	14	8	11	14	6	7	6	6	AC124016.1	lncRNA
ENSG00000272682.1	0	4	3	2	2	0	3	0	AC004471.2	lncRNA
ENSG00000272690.6	18	25	17	10	11	19	7	11	LINC02018	lncRNA
ENSG00000272692.2	15	5	6	3	13	5	4	7	AC010997.4	lncRNA
ENSG00000272693.4	162	276	235	179	193	223	177	162	AC073107.1	transcribed_unprocessed_pseudogene
ENSG00000272695.2	0	0	0	0	0	0	0	0	GAS6-DT	lncRNA
ENSG00000272701.3	0	0	0	0	0	0	0	0	MESTIT1	lncRNA
ENSG00000272710.2	0	1	1	0	3	2	0	0	AC133041.1	transcribed_unprocessed_pseudogene
ENSG00000272714.1	0	0	0	0	0	0	0	0	AL139098.2	transcribed_unprocessed_pseudogene
ENSG00000272721.5	3	10	9	5	10	11	6	10	AC131235.2	lncRNA
ENSG00000272727.2	0	0	0	0	0	0	0	0	LINC02266	lncRNA
ENSG00000272732.1	4	3	5	7	3	4	7	2	AC004982.1	lncRNA
ENSG00000272733.1	1	8	5	1	1	8	5	3	AP000345.2	lncRNA
ENSG00000272758.6	34	44	29	21	27	43	37	28	AC083798.2	lncRNA
ENSG00000272763.1	213	221	185	107	349	189	166	129	AC103702.2	lncRNA
ENSG00000272764.1	3	6	10	2	7	8	8	4	AL596094.1	lncRNA
ENSG00000272800.3	27	30	54	31	25	39	25	49	AC021851.1	lncRNA
ENSG00000272856.1	0	0	0	0	0	0	0	0	AC112250.2	lncRNA
ENSG00000272870.3	2	6	4	1	2	4	3	3	AC097534.2	lncRNA
ENSG00000272886.6	118	194	110	94	153	136	120	128	DCP1A	protein_coding
ENSG00000272894.5	5	7	8	3	3	12	4	10	AC004982.2	lncRNA
ENSG00000272899.4	24	30	28	15	27	10	19	19	ATP6V1FNB	protein_coding
ENSG00000272902.2	3	5	2	1	2	2	3	1	TBC1D8-AS1	lncRNA
ENSG00000272908.1	0	0	2	0	1	0	0	1	AC006033.2	lncRNA
ENSG00000272911.1	0	0	0	1	0	0	0	0	AC005696.3	lncRNA
ENSG00000272923.1	47	35	34	29	27	36	34	50	AC092139.1	lncRNA
ENSG00000272937.2	0	0	0	0	0	0	0	0	OR6U2P	transcribed_unprocessed_pseudogene
ENSG00000273002.1	8	16	11	15	14	15	9	16	AL355388.2	lncRNA
ENSG00000273007.2	1	1	1	0	3	0	4	4	AC021205.3	lncRNA
ENSG00000273018.6	21	64	69	38	22	47	58	60	FAM106A	lncRNA
ENSG00000273024.6	5	14	5	2	4	8	6	5	INTS4P2	transcribed_unprocessed_pseudogene
ENSG00000273061.1	6	12	16	13	5	9	10	8	CDC37L1-DT	lncRNA
ENSG00000273068.1	0	0	0	0	0	0	0	0	Z99755.2	lncRNA
ENSG00000273073.1	2	0	2	1	0	0	1	0	AC073869.3	lncRNA
ENSG00000273077.1	0	1	0	0	1	1	0	0	AC110609.1	lncRNA
ENSG00000273079.5	3	5	3	1	3	4	5	3	GRIN2B	protein_coding
ENSG00000273098.3	0	0	0	0	0	0	0	0	AC005303.1	lncRNA
ENSG00000273102.1	0	0	0	0	0	0	0	0	AP000569.1	lncRNA
ENSG00000273111.6	0	0	0	1	0	0	0	0	LYPD4	protein_coding
ENSG00000273125.2	1	2	0	1	0	0	1	0	LINC01990	lncRNA
ENSG00000273132.1	0	0	0	0	0	0	0	0	AL355312.4	lncRNA
ENSG00000273137.1	2	1	1	0	2	0	0	0	AL022328.2	lncRNA
ENSG00000273143.2	4	1	2	3	4	2	2	3	AL355512.1	lncRNA
ENSG00000273145.1	5	8	5	2	3	7	1	3	BX537318.1	lncRNA
ENSG00000273156.2	0	0	0	0	0	0	0	1	AC124016.2	lncRNA
ENSG00000273172.1	0	0	0	0	0	0	0	0	LINC02091	lncRNA
ENSG00000273176.1	0	0	1	0	0	0	0	0	AL008635.1	lncRNA
ENSG00000273213.3	0	0	0	0	0	0	0	0	HIST2H3PS2	protein_coding
ENSG00000273218.1	0	0	0	0	0	0	0	0	AC005776.2	lncRNA
ENSG00000273225.4	0	0	0	0	0	0	0	0	FAM25BP	transcribed_unprocessed_pseudogene
ENSG00000273244.1	0	0	0	0	0	0	0	0	AC005301.1	lncRNA
ENSG00000273247.5	7	13	11	5	5	19	13	13	AC097376.2	lncRNA
ENSG00000273249.1	24	33	31	21	48	37	19	23	BX649632.1	lncRNA
ENSG00000273253.2	14	26	12	19	21	17	9	7	AL022328.4	lncRNA
ENSG00000273258.1	0	0	0	0	0	0	0	0	AC016737.2	lncRNA
ENSG00000273265.1	7	3	6	0	4	7	2	2	CNNM3-DT	lncRNA
ENSG00000273272.2	0	0	0	0	0	0	0	0	U62317.4	lncRNA
ENSG00000273297.2	2	4	6	4	3	2	8	3	AC009275.1	lncRNA
ENSG00000273312.2	0	0	0	0	0	0	0	0	AL121749.1	lncRNA
ENSG00000273341.2	0	0	1	1	0	0	1	0	AC004921.1	lncRNA
ENSG00000273360.1	0	0	0	0	0	0	0	0	AC022017.1	lncRNA
ENSG00000273362.1	0	0	0	0	0	0	0	0	AP000547.2	lncRNA
ENSG00000273388.1	0	0	0	0	0	0	0	0	AC005291.2	lncRNA
ENSG00000273396.3	5	2	1	0	2	4	2	1	LINC01396	lncRNA
ENSG00000273409.3	2	2	1	0	0	0	0	1	AP003481.1	lncRNA
ENSG00000273415.3	0	0	0	0	0	0	1	0	AP000904.1	lncRNA
ENSG00000273443.1	0	0	0	0	1	0	0	0	AL645608.8	lncRNA
ENSG00000273461.5	0	0	0	0	0	0	0	0	AC105265.3	lncRNA
ENSG00000273487.1	0	0	0	0	0	0	0	0	AC104836.1	lncRNA
ENSG00000273496.1	0	2	0	0	0	5	2	0	AC011841.1	protein_coding
ENSG00000273507.5	13	11	10	4	5	11	9	9	AL354809.1	lncRNA
ENSG00000273509.1	0	1	0	0	0	0	0	0	CNTNAP3P1	unprocessed_pseudogene
ENSG00000273513.1	0	0	0	0	0	0	0	0	TBC1D3K	protein_coding
ENSG00000273520.5	0	0	0	0	0	0	0	0	SPDYE8P	protein_coding
ENSG00000273523.1	0	0	0	0	0	0	0	0	AL139082.1	lncRNA
ENSG00000273550.2	0	0	1	0	0	0	2	0	AL354810.1	lncRNA
ENSG00000273552.2	0	0	0	0	0	0	0	0	AL136439.1	lncRNA
ENSG00000273554.4	0	0	0	0	0	0	0	0	AC136616.1	protein_coding
ENSG00000273559.5	0	0	1	0	0	0	1	0	CWC25	protein_coding
ENSG00000273567.1	1	0	0	0	0	0	0	0	REXO1L3P	processed_pseudogene
ENSG00000273569.1	0	0	0	0	0	0	0	0	AC008432.1	processed_pseudogene
ENSG00000273582.1	0	0	0	0	0	0	0	0	AC009093.5	lncRNA
ENSG00000273590.4	0	3	3	1	2	6	1	1	SMIM11B	protein_coding
ENSG00000273598.1	0	0	0	0	0	0	0	0	AC211486.3	transcribed_unprocessed_pseudogene
ENSG00000273611.5	0	0	0	0	0	0	0	0	ZNHIT3	protein_coding
ENSG00000273628.1	0	0	0	0	0	1	0	0	AL354798.1	unprocessed_pseudogene
ENSG00000273654.1	10	43	13	17	19	13	11	5	AC020904.2	transcribed_processed_pseudogene
ENSG00000273674.5	27	14	28	14	23	15	18	14	AC021752.1	lncRNA
ENSG00000273696.4	0	0	0	0	0	0	0	0	CT45A7	protein_coding
ENSG00000273706.4	0	0	0	0	0	0	0	1	LHX1	protein_coding
ENSG00000273711.2	0	2	0	0	0	1	0	1	AC005520.5	lncRNA
ENSG00000273724.1	5	3	10	11	9	7	2	5	AC106782.5	unprocessed_pseudogene
ENSG00000273736.1	0	0	0	0	0	0	0	0	AC244100.1	transcribed_unprocessed_pseudogene
ENSG00000273748.1	121	141	132	88	107	130	115	120	AL592183.1	protein_coding
ENSG00000273749.5	43	63	38	46	49	40	32	45	CYFIP1	protein_coding
ENSG00000273756.4	0	0	0	0	0	0	0	0	AC100756.3	transcribed_unprocessed_pseudogene
ENSG00000273763.2	56	89	96	68	59	69	69	93	AC007318.2	transcribed_processed_pseudogene
ENSG00000273769.5	0	0	0	0	2	0	0	1	U52112.1	lncRNA
ENSG00000273771.1	0	0	0	0	0	0	0	0	AC024337.2	lncRNA
ENSG00000273777.4	0	1	2	1	1	0	3	0	CEACAM20	protein_coding
ENSG00000273783.1	0	1	1	3	4	2	1	2	AL136040.1	lncRNA
ENSG00000273791.1	0	0	0	0	0	0	0	0	AC007204.1	unprocessed_pseudogene
ENSG00000273812.3	0	0	0	0	0	0	0	0	BX640514.2	lncRNA
ENSG00000273819.1	5	9	13	3	14	18	5	10	ENPP7P7	unprocessed_pseudogene
ENSG00000273825.1	0	0	0	0	0	0	0	0	FP700111.2	unprocessed_pseudogene
ENSG00000273828.2	6	9	6	2	6	7	2	2	AL133227.1	lncRNA
ENSG00000273838.2	0	0	0	0	0	0	0	0	AL096677.2	lncRNA
ENSG00000273863.1	0	0	0	0	0	0	0	0	AC010678.1	processed_pseudogene
ENSG00000273872.1	0	0	0	0	0	0	0	0	SLC25A15P4	unprocessed_pseudogene
ENSG00000273877.4	0	0	0	0	0	0	0	0	AC236972.3	lncRNA
ENSG00000273897.1	0	0	0	0	0	0	0	0	AC211476.3	unprocessed_pseudogene
ENSG00000273907.1	0	0	0	0	0	0	0	0	CA15P2	unprocessed_pseudogene
ENSG00000273933.1	0	0	0	0	0	0	0	0	AL513485.1	unprocessed_pseudogene
ENSG00000273956.1	1	0	0	1	0	0	1	0	AC005632.4	lncRNA
ENSG00000273957.1	0	0	0	0	0	0	0	0	AC113385.2	unprocessed_pseudogene
ENSG00000273963.1	0	0	1	0	0	0	2	0	ENPP7P14	unprocessed_pseudogene
ENSG00000273965.1	0	0	0	0	0	0	0	0	AC243654.1	lncRNA
ENSG00000273976.1	0	0	0	0	0	0	0	0	GOLGA6L1	protein_coding
ENSG00000273988.1	0	0	0	0	0	0	0	0	AL450472.3	unprocessed_pseudogene
ENSG00000273998.1	5	8	5	5	7	5	6	3	AL049794.1	lncRNA
ENSG00000274015.2	50	51	38	35	29	46	50	28	AL136038.5	lncRNA
ENSG00000274019.1	0	0	0	0	0	0	0	0	AC239804.2	unprocessed_pseudogene
ENSG00000274024.1	0	0	0	0	0	0	0	0	AL590282.1	processed_pseudogene
ENSG00000274026.2	0	0	0	0	0	0	0	0	FAM27E3	lncRNA
ENSG00000274028.1	0	0	0	0	0	0	0	0	AC009237.16	unprocessed_pseudogene
ENSG00000274044.5	0	0	0	0	0	0	0	0	FAM230J	lncRNA
ENSG00000274052.2	0	0	0	0	0	0	0	0	OR7E156P	transcribed_unprocessed_pseudogene
ENSG00000274070.1	23	107	49	81	30	40	23	29	CASTOR2	protein_coding
ENSG00000274090.1	0	0	0	0	1	1	0	0	AL354821.1	lncRNA
ENSG00000274150.1	0	0	0	0	0	0	0	1	FADS2P1	unprocessed_pseudogene
ENSG00000274167.4	0	0	0	0	0	0	0	0	AL031601.2	transcribed_unprocessed_pseudogene
ENSG00000274175.1	0	0	0	0	0	0	0	0	AC133551.1	protein_coding
ENSG00000274178.2	0	0	0	0	0	0	0	0	PRAMEF28P	unprocessed_pseudogene
ENSG00000274180.1	23	60	55	37	14	24	12	24	NATD1	protein_coding
ENSG00000274196.5	0	0	0	0	0	0	0	0	FAM197Y4	transcribed_unprocessed_pseudogene
ENSG00000274209.4	0	0	0	2	2	0	3	0	ANTXRL	protein_coding
ENSG00000274211.6	10	13	7	4	4	8	6	5	SOCS7	protein_coding
ENSG00000274226.5	0	0	0	0	0	0	0	0	TBC1D3H	protein_coding
ENSG00000274235.1	0	0	0	0	0	0	0	0	AC022106.1	unprocessed_pseudogene
ENSG00000274242.1	0	0	0	0	0	0	1	0	AL354976.1	unprocessed_pseudogene
ENSG00000274252.1	0	0	0	0	0	0	0	0	GGTLC3	protein_coding
ENSG00000274259.2	1	1	0	0	0	0	1	0	SYNGAP1-AS1	lncRNA
ENSG00000274261.2	0	0	0	0	0	0	0	0	AL137078.2	lncRNA
ENSG00000274265.5	1	7	1	2	1	6	5	7	AC245297.3	lncRNA
ENSG00000274274.1	0	0	0	0	0	0	0	0	GAGE13	protein_coding
ENSG00000274276.4	10	2	13	9	18	9	8	10	CBSL	protein_coding
ENSG00000274279.1	0	0	0	0	0	0	0	0	SPATA31E3P	unprocessed_pseudogene
ENSG00000274282.1	0	0	0	0	0	0	0	0	AC010133.1	processed_pseudogene
ENSG00000274290.2	56	92	63	41	62	82	42	31	HIST1H2BE	protein_coding
ENSG00000274299.1	0	0	0	0	0	0	0	0	AC099654.4	unprocessed_pseudogene
ENSG00000274310.1	0	0	0	0	0	0	0	0	AC091076.1	unprocessed_pseudogene
ENSG00000274317.2	1	0	0	1	0	1	1	0	LINC02334	lncRNA
ENSG00000274343.1	0	0	0	0	0	0	0	0	AC232323.1	processed_pseudogene
ENSG00000274346.1	1	2	1	0	4	2	0	0	AC016999.2	unprocessed_pseudogene
ENSG00000274349.4	5	13	14	8	2	8	9	6	ZNF658	protein_coding
ENSG00000274351.1	0	0	0	0	0	0	0	0	AL137000.1	unprocessed_pseudogene
ENSG00000274353.1	0	0	0	0	0	0	0	0	AC103564.3	unprocessed_pseudogene
ENSG00000274356.1	0	0	0	0	0	0	0	0	AL355987.5	unprocessed_pseudogene
ENSG00000274369.1	0	0	1	0	0	0	0	0	GRAMD4P4	processed_pseudogene
ENSG00000274372.5	3	4	2	1	5	3	7	1	AC239803.3	lncRNA
ENSG00000274374.1	1	0	0	0	0	0	0	0	AC239600.2	processed_pseudogene
ENSG00000274376.4	0	0	0	0	0	0	0	0	ADAMTS7P1	transcribed_unprocessed_pseudogene
ENSG00000274378.1	4	5	4	6	10	7	3	4	AC005702.3	unprocessed_pseudogene
ENSG00000274387.1	0	0	0	0	0	0	0	0	AC097634.2	lncRNA
ENSG00000274397.1	0	0	0	0	0	0	0	0	AL357153.4	unprocessed_pseudogene
ENSG00000274414.1	6	4	4	2	4	5	5	3	AL121772.1	lncRNA
ENSG00000274419.6	0	0	0	0	0	0	0	0	TBC1D3D	protein_coding
ENSG00000274423.1	0	0	0	0	0	0	0	0	SEC22B2	unprocessed_pseudogene
ENSG00000274441.1	0	0	1	0	0	0	0	0	AC008957.2	lncRNA
ENSG00000274443.4	1	0	0	1	1	2	0	0	C8orf89	protein_coding
ENSG00000274451.1	0	0	0	0	0	0	0	0	AL136228.1	unprocessed_pseudogene
ENSG00000274455.1	0	0	0	0	0	0	1	0	AC092278.1	unprocessed_pseudogene
ENSG00000274461.2	5	4	9	5	8	3	5	10	AC023282.1	lncRNA
ENSG00000274468.1	0	0	0	0	0	0	0	0	AL512638.2	unprocessed_pseudogene
ENSG00000274469.2	0	0	0	0	0	0	0	0	LINC01746	lncRNA
ENSG00000274471.2	0	0	0	0	0	0	0	0	AC242376.2	transcribed_unprocessed_pseudogene
ENSG00000274487.2	0	1	0	0	1	0	0	0	AC244154.1	transcribed_unprocessed_pseudogene
ENSG00000274499.1	0	0	0	0	0	0	0	0	AC012414.7	transcribed_processed_pseudogene
ENSG00000274512.5	0	0	0	2	0	0	0	2	TBC1D3L	protein_coding
ENSG00000274516.2	0	0	0	0	0	0	0	0	FAM74A6	transcribed_processed_pseudogene
ENSG00000274523.5	195	470	267	297	255	245	195	239	RCC1L	protein_coding
ENSG00000274525.1	0	2	0	0	0	1	1	1	AC008443.7	unprocessed_pseudogene
ENSG00000274536.7	0	0	0	0	0	0	0	0	AL034397.3	lncRNA
ENSG00000274551.1	0	0	0	0	0	0	0	0	AC007450.2	unprocessed_pseudogene
ENSG00000274562.1	0	0	0	0	0	0	0	0	AL121985.2	unprocessed_pseudogene
ENSG00000274570.4	0	0	0	0	0	0	0	0	SPDYE10P	transcribed_unprocessed_pseudogene
ENSG00000274576.2	0	0	0	0	0	0	0	0	IGHV2-70	IG_V_gene
ENSG00000274583.1	0	0	0	0	0	0	0	0	FAM74A4	transcribed_processed_pseudogene
ENSG00000274584.1	0	0	0	0	0	0	0	0	AP001282.2	unprocessed_pseudogene
